SOURCE	TARGET	LEVEL
Riefenstahl's cinematic framing of the flags encapsulated its iconography.	Riefenstahl filmische Rahmung der Flaggen gekapselt seine Ikonographie.	0.5186808764663021
From the southern slope, Persian archers and catapults launched their projectiles.	Vom Südhang aus starteten persische Bogenschützen und Katapulte ihre Geschosse.	0.3143064985414812
Kublai's armies suppressed the rebellion and strengthened the Yuan garrisons in Mongolia and the Ili River basin.	Kublais Armeen unterdrückten den Aufstand und stärkten die Yuan-Garnisonen in der Mongolei und im Ili-Flussbecken.	0.10763211678585964
Saaphyri then calls up Prancer and hands her the check, and Prancer cries and hugs her.	Saaphyri ruft dann Prancer und übergibt ihr den Scheck, und Prancer weint und umarmt sie.	1.3939552734890912
Deposits of chert formed from the accumulation of siliceous skeletons of microscopic organisms such as radiolaria and diatoms.	Ablagerungen von Chert entstanden aus der Ansammlung siliculärer Skelette mikroskopischer Organismen wie Radiolaria und Kieselalgen.	-0.3504701151181239
Nadal withdrew from the American swing owing to a wrist injury.	Nadal zog sich aufgrund einer Handgelenkverletzung von der amerikanischen Schaukel zurück.	0.4792390014884753
However, Crapp did not capitalise as Toshack conceded only eight runs in a sequence of eight overs.	Allerdings kapitalisierte Crapp nicht, da Toshack nur acht Läufe in einer Folge von acht Overs zugestanden hatte.	-2.1102585906653624
The spadix is about three fifths as long as the spathe, with flowering parts up to in diameter.	Der Spadix ist etwa drei Fünftel so lang wie der Laichling, mit blühenden Teilen bis in den Durchmesser.	0.2393252718835865
French instead reinforced habeō with obligatory subject pronouns.	Französisch stattdessen verstärkt habeō mit obligatorischen Subjekt Pronomen.	0.11097089931377603
The cantus firmus of this ornamental chorale prelude was written by Louis Bourgeois in 1543.	Der Cantus firmus dieses Ornamentchoralvorspiels wurde 1543 von Louis Bourgeois geschrieben.	0.2660663921588213
At the Open GdF Suez, Williams withdrew before her semifinal with Dementieva because of a knee injury.	Beim Open GdF Suez zog sich Williams wegen einer Knieverletzung vor ihrem Halbfinale mit Dementieva zurück.	0.04854664866517197
However, the eventual champion Rafael Nadal defeated him in the semifinals.	Doch der letztendliche Meister Rafael Nadal besiegte ihn im Halbfinale.	0.4199435196081602
The 1966 firebombing death of NAACP leader Vernon Dahmer, Sr., 58, in Mississippi.	Der brennende Tod von NAACP-Führer Vernon Dahmer, Sr., 58, 1966 in Mississippi.	0.452377031281034
Later, he will betroth himself to Brunhild at the court of Heimir.	Später verlobt er sich mit Brunhild am Hofe Heimir.	-0.27266966154500777
After some pleading, his mother exchanged the accordion for a Danelectro with a small amplifier at a local pawnshop.	Nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen Danelectro mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein.	-0.05082341481415895
In the Ultimate Marvel universe, Hercules appears as one of Nick Fury's Howling Commandos.	Im Ultimate Marvel Universum erscheint Hercules als einer von Nick Fury 's Howling Commandos.	-0.060984153136117984
She arrives in Gaza during the 2005 Israeli disengagement.	Sie kommt während des israelischen Rückzugs 2005 in Gaza an.	-0.12123927137804802
Memorable Providence, Relating to Witchcraft and Possessions.	Memorable Providence, Relating to Witchcraft and Possessions.	0.19299290084716994
A few years later Ford developed the Model 18 with the 221 CID flathead V8.	Einige Jahre später entwickelte Ford das Modell 18 mit dem 221 CID Flathead V8.	0.24910727887812176
The thorax is made of three fused segments, the prothorax, mesothorax, and metathorax, each with a pair of legs.	Der Thorax besteht aus drei geschmolzenen Segmenten, dem Prothorax, Mesothorax und Metathorax, jedes mit einem Paar Beinen.	-0.1670326404783287
Berkman's most prominent critic was Most, who belittled Berkman as a nuisance or a flunky hired by Frick himself to garner sympathy.	Berkmans prominentester Kritiker war Most, der Berkman als Ärger oder Flunky herabwürdigte, den Frick selbst angeheuert hatte, um Sympathie zu gewinnen.	-0.3093393786145813
A third, more personal quotation adds additional subtext.	Ein drittes, persönlicheres Zitat fügt zusätzlichen Subtext hinzu.	0.5985372200622469
Four of the sides were seacoast fronts, with three tiers of cannon on each, two casemated tiers in the fort and one barbette tier on the roof.	Vier der Seiten waren Seegrenzen, mit drei Schichten Kanone auf jeder, zwei Kasematten Ebenen in der Festung und eine Barbette Ebene auf dem Dach.	0.1922355139975708
Bands like the Pixies, R.E.M., The Replacements, Sonic Youth, XTC, The Smiths, Hüsker Dü, The Stone Roses, The Jesus and Mary Chain etc.	Bands wie Pixies, R.E.M., The Replacements, Sonic Youth, XTC, The Smiths, Hüsker Dü, The Stone Roses, The Jesus and Mary Chain etc.	0.17790326301153989
In 1919, Prohibitionists succeeded in amending the Constitution to prohibit the sale of alcohol.	1919 gelang es Prohibitionisten, die Verfassung zu ändern, um den Verkauf von Alkohol zu verbieten.	1.0863553024377952
In October 2016, Farage praised Trump for "dominating" Hillary Clinton, comparing him to a silverback gorilla.	Im Oktober 2016 lobte Farage Trump für die "Dominanz" Hillary Clintons und verglich ihn mit einem Silberrückengorilla.	0.4023071286632637
After one short touchdown drive, the Colts recovered the onside kick.	Nach einem kurzen Touchdown-Laufwerk erholten sich die Colts wieder.	0.35489822534737714
In 1943, he mounted Operation Longcloth by the 77th Indian Infantry Brigade.	1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt.	-0.24805891923865706
McKinley soothed ruffled feathers of party bigwigs by mail and in person.	McKinley beruhigte geschwollene Federn von Partybigwigs per Post und persönlich.	-0.4414677338320079
The tornado crossed into Minnesota, where a quonset hut and a pole shed were destroyed before the tornado dissipated near Eldred.	Der Tornado überquerte Minnesota, wo eine quonset Hütte und ein Pole Schuppen zerstört wurden, bevor der Tornado bei Eldred zerstreute.	-0.3865722304717654
Females of the largest, the grey tinamou, weigh up to 2 kg with a length of up to 49 cm.	Die Weibchen des größten, der Grautinamou, wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm.	0.27108802179461805
Harris, Jonathan, Byzantium and the Crusades, Bloomsbury, 2nd ed., 2014.	Harris, Jonathan, Byzanz and the Crusades, Bloomsbury, 2nd ed., 2014.	-1.5488831441531965
Two Nu Mou, Babus Swain and Ezel Berbier, appear as optional playable characters in Final Fantasy Tactics Advance.	Zwei Nu Mou, Babus Swain und Ezel Berbier, erscheinen als optionale spielbare Charaktere in Final Fantasy Tactics Advance.	0.2802056896589958
Some disaffiliated along with Roman Catholics and other Christian groups in the wake of modern secularization.	Einige waren im Gefolge der modernen Säkularisierung zusammen mit Katholiken und anderen christlichen Gruppen desillusioniert.	-0.5683145374837124
Darkening of the nipples and areolas due to an increase in hormones.	Verdunkelung der Brustwarzen und Areolas durch eine Zunahme der Hormone.	0.5239132434652277
Pharnaces set up an ambush with selected infantrymen and all his cavalry.	Pharnaces richtete einen Hinterhalt mit ausgewählten Infanteristen und seiner ganzen Kavallerie ein.	0.06559705310641463
The Japanese Gardens at the Irish National Stud, Kildare, Co. Kildare	Die japanischen Gärten im Irish National Stud, Kildare, Co. Kildare	0.2132478816254817
1979 Prints from Paris, 9 Contemporary Printmakers, The Ruskin School of Drawing and Fine Art, Oxford University, United Kingdom.	1979 Drucke aus Paris, 9 zeitgenössische Druckgraphiker, The Ruskin School of Drawing and Fine Art, Oxford University, Vereinigtes Königreich.	0.6169141949901591
General Sir Edmund Ironside of the British Army comes to Warsaw, via Gdynia.	General Sir Edmund Ironside der Britischen Armee kommt über Gdynia nach Warschau.	-0.10508282559821798
Paired with Bryson DeChambeau in the Friday afternoon foursomes, they lost 5 and 4 to Europe's Sergio García and Alex Norén.	Zusammen mit Bryson DeChambeau verloren sie am Freitagnachmittag 4 und 5 an Europas Sergio García und Alex Norén.	0.19809629629355074
n. Lactucinus Maximus, consul suffectus in 437 BC.	n. Lactucinus Maximus, Konsul suffectus 437 v. Chr.	-0.03847486840488288
The southern flank flows at first proceeded along a gully before spreading out.	Die Südflanke fließt zunächst entlang einer Rinne, bevor sie sich ausbreitet.	0.2959212160251601
Alan Davis sustained either a concussion or major "stinger" and missed the next game.	Alan Davis erhielt entweder eine Gehirnerschütterung oder einen großen "Stinger" und verpasste das nächste Spiel.	-0.03512025288565557
Ezekiel convinces him to march with them to Alexandria.	Hesekiel überzeugt ihn, mit ihnen nach Alexandria zu marschieren.	0.3686351151917411
Hitting a downed fighter and grasping below the waist were prohibited.	Es war verboten, einen abgebrochenen Kämpfer zu schlagen und unter der Taille zu greifen.	-2.4907978619793263
The Republican Caucus, on December 5, elected Ron Ryckman, Jr, as Speaker and Don Hineman as Majority Leader.	Am 5. Dezember wählte der Republikanische Kaukus Ron Ryckman, Jr, zum Sprecher und Don Hineman zum Mehrheitsführer.	0.2238200862229724
Ouidah, as described by Bruce Chatwin in The Viceroy of Ouidah.	Ouidah, wie von Bruce Chatwin in The Viceroy of Ouidah beschrieben.	-0.18812821560952545
Some other later trilobites also lost facial sutures secondarily.	Einige andere später Trilobiten verloren auch Gesichtsnähte secondarily.	0.8645438999449538
By April 1918, the regiment consisted of 2,400 in five battalions.	Bis April 1918 bestand das Regiment aus 2.400 in fünf Bataillonen.	0.8645438999449538
The episode closes with Bloom reading a magazine story named Matcham’s Masterstroke, by Mr. Philip Beaufoy, while defecating in the outhouse.	Die Episode schließt mit Bloom Lesen einer Zeitschrift Geschichte namens Matcham war Masterhub, von Herrn Philip Beaufoy, während Stuhlgang im Nebengebäude.	-0.683383595716378
They then travel to Miami to recruit Dazzler just as Antimatter remerges.	Sie reisen dann nach Miami, um Dazzler zu rekrutieren, genauso wie Antimatter wieder zusammenkommt.	1.5527705401453211
They surrounded Haman as the 2nd Battalion crumbled in disarray.	Sie umzingelten Haman, als das 2. Bataillon zerbröckelte.	-0.04829486830698815
Rarely, teratomas can cause growing teratoma syndrome or peritoneal gliomatosis.	Selten können Teratome ein wachsendes Teratom-Syndrom oder eine peritoneale Gliomatose verursachen.	0.2642487565474464
Favorite fish include cod, salmon, winter flounder, haddock, striped bass, pollock, hake, bluefish, and, in southern New England, tautog.	Zu den Lieblingsfischen gehören Kabeljau, Lachs, Winterflounder, Schellfisch, gestreifter Bass, Pollock, Seehecht, Rotbarsch und in Südengland Tautog.	-0.14400969181733195
The Hornblende Schist continues south of the South Pier for 50 yd where there is a fault boundary with the serpentine.	Die Hornblende Schist weiter südlich des South Pier für 50 yd, wo es eine Fehlergrenze mit der Serpentin.	0.1604293710921422
), Kluwer academic/ Plenum publishers, New York, 1999	), Kluwer akademischen / Plenum Herausgeber, New York, 1999	-0.33969095454116816
In another, he claimed that Sharmell had "molested" him and "fondled his privates".	In einem anderen behauptete er, Sharmell habe ihn "belästigt" und "seine Privaten gefesselt".	-1.0708449843597916
In 1905, the Qing sent Zhao Erfeng to Tibet to retaliate against rebellions.	1905 schickte der Qing Zhao Erfeng nach Tibet, um sich gegen Rebellen zu rächen.	0.04854664866517197
Protest against atrocities against Swami Ramdev and his supporters	Protest gegen Gräueltaten gegen Swami Ramdev und seine Anhänger	-0.1881282156095254
An enraged Gordon barely restrains himself from killing Joker, shooting the Joker's knee instead.	Ein wütender Gordon hält sich kaum davon ab, Joker zu töten und stattdessen auf das Knie des Jokers zu schießen.	-1.3815095764956136
The Mughals also moved to conquer Sindh in the lower Indus valley.	Die Moguln zog auch nach Sindh im unteren Indus-Tal zu erobern.	-0.4834085242457991
18 for 2006, joining fellow rookie teammate Denny Hamlin.	18 für 2006, schließt sich Kollegen Rookie Teamkollegen Denny Hamlin.	-0.010941050706613756
Women like Sweet Emma Barrett, who performed in the Original Tuxedo Orchestra toured domestically and internationally.	Frauen wie Sweet Emma Barrett, die im Original Tuxedo Orchestra auftraten, tourten national und international.	0.37360198042179626
Nicholas Johnson, a Royal Ballet dancer, portrayed the schizophrenic Nijinsky.	Nicholas Johnson, ein Royal Ballet Tänzer, porträtierte den schizophrenen Nijinsky.	0.3073413334495533
Early adopters of qigong eschewed its religious overtones and regarded qigong principally as a branch of Chinese medicine.	Die frühen Adoptiveln des Qigong verzichteten auf ihre religiösen Obertöne und betrachteten Qigong hauptsächlich als einen Zweig der chinesischen Medizin.	0.03371170951165268
The great American impresario Michael B. Leavitt handled Herrmann's American and Mexican contracts.	Der große amerikanische Impresario Michael B. Leavitt hat Herrmanns amerikanische und mexikanische Verträge bearbeitet.	-0.3074437671705477
Effective as of the spring of 2013, the Pennsylvania Department of Education discontinued administering the PSSAs to 11th graders.	Mit Wirkung zum Frühjahr 2013 hat das Pennsylvania Department of Education die Verwaltung der PSSA an die 11. Klasse eingestellt.	-0.008555852651253137
Honduran police confirmed the presence of Venezuelans, Cubans and Nicaraguans.	Honduranische Polizei bestätigte die Anwesenheit von Venezolanern, Kubanern und Nicaraguanern.	0.33135690298272386
In the 1270s they regained Trogir, Split and Šibenik.	In den 1270er Jahren wurden Trogir, Split und Šibenik wiedergewonnen.	0.4898124345827424
The squadron departed Groix Roads, near Lorient, France on 19 June to escort a convoy of merchantmen to Bordeaux and other French ports.	Die Staffel verließ am 19. Juni die Groix Roads in der Nähe von Lorient, Frankreich, um einen Konvoi von Handelsleuten nach Bordeaux und anderen französischen Häfen zu begleiten.	0.5743166654839705
The civil parish of Navenby straddles the old Roman Ermine Street, known locally as High Dyke.	Die Stadtgemeinde Navenby erstreckt sich über die alte römische Ermine Street, die vor Ort als High Dyke bekannt ist.	0.6904383139445279
During the Second Mexican War, the U.S. experimented with Gatling guns.	Während des Zweiten Mexikanischen Krieges experimentierten die USA mit Gatling-Gewehre.	0.37360198042179626
Cott noted little detectable discrepancy in the mating habits of Nile crocodiles and American alligators.	Cott bemerkte wenig erkennbare Diskrepanz in den Paarungsgewohnheiten von Nilkrokodilen und amerikanischen Alligatoren.	0.6973629780505933
After the Breakup of Yugoslavia in the early 1990s many more Macedonians began to immigrate to Sydney.	Nach dem Zerfall Jugoslawiens Anfang der 1990er Jahre begannen viele weitere Mazedonier nach Sydney auszuwandern.	-0.27266966154500777
Robbie Ross, Jr. and Jonathan Aro saved the bullpen, by pitching 3 innings each but giving up four more runs.	Robbie Ross, Jr. und Jonathan Aro retteten den Stift, indem sie jeweils 3 Innings aufbauten, aber vier weitere Läufe aufgeben.	-2.885925181972899
For coronation he summoned "Dadiani, Gurieli, Sharvashidze and Gelovani", but headed with Vameq II Dadiani.	Zur Krönung rief er "Dadiani, Gurieli, Sharvashidze und Gelovani", leitete aber Vameq II Dadiani.	-4.165360768721574
Tim Burton directed the film, and Johnny Depp, finally realizing one of his childhood fantasies, starred as Barnabas Collins.	Tim Burton inszenierte den Film, und Johnny Depp, der schließlich eine seiner Kindheitsphantasien realisierte, spielte als Barnabas Collins.	0.5442982423256935
South Africa blamed SWAPO for instigating the strike and subsequent unrest.	Südafrika beschuldigte SWAPO für die Anstiftung des Streiks und die anschließenden Unruhen.	0.4744293273511113
The Moroccans subsequently encircled the Portuguese siege camp and starved it to submission.	Die Marokkaner umzingelten anschließend das portugiesische Belagerungslager und verhungerten es bis zur Unterwerfung.	0.2598206907985301
Kittiwakes, cormorants and shags can be seen on the cliffs, while farm birds such as the yellowhammer frequent the gorse.	Auf den Klippen sind Kittiwakes, Kormorane und Tücher zu sehen, während Hofvögel wie der Gelbhämmer die Schlucht häufig befahren.	1.0266912050476131
On January 6, 1527, the nobility from Slavonia sided with John Zápolya.	Am 6. Januar 1527 stand der slawische Adel auf der Seite von Johannes Zápolya.	0.4160578450514098
Kenta Maeda allowed only one hit in six innings with seven strikeouts.	Kenta Maeda erlaubte nur einen Hit in sechs Innings mit sieben Strikeouts.	0.25740949130027474
D.BUCKMAN, The Dictionary of Artists in Britain Since 1945, Art Dictionaries ltd, Bristol, 1998.	D.BUCKMAN, The Dictionary of Artists in Britain Seit 1945, Art Dictionaries ltd, Bristol, 1998.	0.12878284759051176
Real Time Relativity The Australian National University.	Real Time Relativity Die Australian National University.	-6.11515376405946
Aulus Cornelius M. f. L. n. Cossus, consul in 428 and consular tribune in 426 BC, slew Lars Tolumnius, King of Veii, to claim the spolia opima.	Aulus Cornelius M. f. L. n. Cossus, Konsul 428 und konsularische Tribüne 426 v. Chr., tötete Lars Tolumcigus, König von Veii, um die spolia opima zu beanspruchen.	0.1263110206889427
Unfortunately Slicht Othrusa only survives as a fragment.	Leider überlebt Slicht Othrusa nur als Fragment.	-0.9470698531421652
Examples of popular Irish cuisine include boxty, colcannon, coddle, stew, and bacon and cabbage.	Beispiele für beliebte irische Küche sind Boxty, Colcannon, Coddle, Eintopf und Speck und Kohl.	1.8108870913694584
Former rebels attacked the railroads as symbols of threatening centralization.	Ehemalige Rebellen griffen die Eisenbahnen als Symbole der drohenden Zentralisierung an.	1.1912268994532604
Callas auditioned with "Ocean, Thou Mighty Monster" from Weber's Oberon.	Callas sprach mit "Ocean, You Mighty Monster" aus Webers Oberon vor.	-0.1345744907970173
In defiance of the instructions of his superiors, Rivière stormed the citadel of Hanoi on 25 April 1882.	Trotz der Anweisungen seiner Vorgesetzten stürmte Rivière am 25. April 1882 die Zitadelle von Hanoi.	0.2194645859246912
; readings from Autobiography of Alice B. Toklas, Bee Time Vine, and more.	; Lesungen aus der Autobiographie von Alice B. Toklas, Bienenzeitrebe, und mehr.	-0.041707265169875975
Cooke initially made a telegraph with a clockwork detent mechanism operating electromagnets.	Cooke machte zunächst einen Telegraph mit einem Uhrwerkdetentmechanismus, der Elektromagnete betätigte.	0.32968960577311224
This definition encompasses both nominal empires and neocolonialism.	Diese Definition umfasst sowohl Nominalreiche als auch Neokolonialismus.	-0.5489820603951255
Shortly afterwards McNamara struck Tom Sheehy with his hurley after the latter had deliberately fouled him.	Kurz darauf schlug McNamara Tom Sheehy mit seinem Hurley, nachdem dieser ihn bewusst getäuscht hatte.	0.05188124308439507
In 1928 Freud published a paper titled "Dostoevsky and Parricide" in which he investigated Dostoevsky's own neuroses.	1928 veröffentlichte Freud ein Papier mit dem Titel "Dostojewski und Parrizid", in dem er Dostojewskis eigene Neurosen untersuchte.	-0.33608163290289506
However, with its 8200 rpm redline, the Rambler ran 112 mph at the Fontana dragstrip.	Mit seiner 8200 U / min Rotlinie lief der Rambler jedoch 112 mph an der Fontana Dragstrip.	-0.07414077684274976
Unlike a conditional noble, a familiaris remained in theory an independent landholder, only subjected to the monarch.	Anders als ein bedingter Adliger blieb ein familiaris theoretisch ein unabhängiger Gutsbesitzer, nur dem Monarchen unterworfen.	0.22238528749682165
569, appointing a Select Committee to investigate the Vice President.	569 Ernennung eines Engeren Ausschusses zur Untersuchung des Vizepräsidenten.	-0.9681089841672091
Anamull provoked a fight and killed two of the Meanies.	Anamull provozierte einen Kampf und tötete zwei der Meanies.	-0.2341074608956933
Applying the tactic of feigned retreat, they ambushed the crusaders and captured Baldwin and Joscelin.	Unter Anwendung der Taktik des vorgetäuschten Rückzugs überfielen sie die Kreuzfahrer und eroberten Baldwin und Joscelin.	-0.6991249599261544
